Word,Similarity
italian,1.0
irish,0.8962450623512268
greek,0.8890846371650696
french,0.8756030201911926
canadian,0.8590063452720642
indian,0.8588003516197205
british,0.8554162979125977
swedish,0.847483217716217
brazilian,0.841077983379364
american,0.84002685546875
portuguese,0.8378862738609314
russian,0.8358784914016724
african,0.835800051689148
chinese,0.8317312002182007
mexican,0.8315993547439575
pirate,0.8302125334739685
thai,0.8301495909690857
turkey,0.826256275177002
jewish,0.8201290369033813
australian,0.8180881142616272
filipino,0.8180461525917053
farmer,0.8121176362037659
bulldog,0.8105630874633789
national,0.810461163520813
traditional,0.8068826794624329
horse,0.802565336227417
turkish,0.8013998866081238
navy,0.8007933497428894
royal,0.8002264499664307
aussie,0.7999961972236633
scottish,0.7998046875
german,0.7989670634269714
latin,0.7987943887710571
army,0.7982966899871826
pets,0.7970083951950073
polish,0.7962777018547058
brides,0.7952494621276855
bride,0.7926196455955505
caribbean,0.7864784598350525
belgian,0.784777045249939
virgin,0.7844904065132141
wildlife,0.7823822498321533
farm,0.7821300625801086
dutch,0.7785656452178955
scout,0.7777442932128906
christian,0.777520477771759
childrens,0.7748759984970093
mormon,0.7740377187728882
heritage,0.7738704085350037
asian,0.7732150554656982
country,0.7730888724327087
catholic,0.7662553787231445
native,0.7657213807106018
prime,0.7654039263725281
dairy,0.7634888291358948
charity,0.7630975246429443
japanese,0.7630547881126404
britain,0.7628646492958069
korean,0.7610345482826233
restaurant,0.7609744071960449
vietnamese,0.7596793174743652
welsh,0.7595864534378052
bakery,0.7593384981155396
amish,0.7592897415161133
vegan,0.758949875831604
norwegian,0.7585196495056152
urban,0.7579029202461243
puppy,0.7553747892379761
dogs,0.7552588582038879
persian,0.7540643811225891
egyptian,0.7527830004692078
homeless,0.7516623735427856
european,0.7512843012809753
elephant,0.7512596249580383
pet,0.7510836124420166
adopt,0.7492555975914001
hispanic,0.747546911239624
food,0.747180163860321
tea,0.7441338896751404
spanish,0.7440871000289917
dolphin,0.7435582280158997
frat,0.7427157759666443
tourist,0.7426433563232422
marriage,0.7422908544540405
swiss,0.7421966195106506
