Word,Similarity
cleveland,1.0
oakland,0.9792613983154297
baltimore,0.9751436710357666
seattle,0.9653126001358032
detroit,0.9635189771652222
memphis,0.9583533406257629
denver,0.9583088755607605
tennessee,0.9579013586044312
pittsburgh,0.9567677974700928
alabama,0.9565688967704773
cincinnati,0.9544459581375122
houston,0.945045530796051
minnesota,0.9420892000198364
orleans,0.9419329762458801
dallas,0.9399167895317078
maryland,0.9364073872566223
texas,0.9356295466423035
kansas,0.9337428212165833
michigan,0.9335510730743408
brooklyn,0.9332550168037415
georgia,0.93195641040802
florida,0.9246204495429993
chicago,0.9235731959342957
philadelphia,0.9235167503356934
ohio,0.9232218861579895
milwaukee,0.9207589030265808
usc,0.9184955954551697
kentucky,0.918053388595581
arkansas,0.9167979955673218
portland,0.9167726635932922
columbus,0.9151555895805359
indiana,0.9150570631027222
jacksonville,0.914397656917572
atlanta,0.9137859344482422
duke,0.9103028178215027
philly,0.9092159867286682
oregon,0.9082136750221252
sacramento,0.9069641828536987
wisconsin,0.9028682708740234
nebraska,0.902636706829071
penn,0.9024013876914978
syracuse,0.9021734595298767
louisville,0.9005528092384338
unc,0.8984590768814087
west,0.896068274974823
l.a.,0.8960409760475159
iowa,0.8959107398986816
rutgers,0.895118236541748
stanford,0.8944027423858643
indianapolis,0.893424391746521
richmond,0.8921510577201843
akron,0.8920226097106934
ucla,0.8906014561653137
tulsa,0.8895312547683716
georgetown,0.8890132904052734
lsu,0.8885246515274048
east,0.88673996925354
baylor,0.8861092329025269
dayton,0.8845361471176147
omaha,0.8844510912895203
boise,0.8842540979385376
clemson,0.8829841017723083
stockton,0.8829044699668884
toronto,0.8828620314598083
a&m,0.8827978372573853
washington,0.8813198804855347
leeds,0.8811460137367249
phoenix,0.8798165321350098
jets,0.8788757920265198
auburn,0.8788665533065796
ottawa,0.8774545788764954
mississippi,0.8769553303718567
chiefs,0.8764604926109314
oklahoma,0.8754274249076843
winnipeg,0.8733789920806885
louisiana,0.873199462890625
virginia,0.8729350566864014
montreal,0.871930718421936
delaware,0.870937705039978
raiders,0.870884120464325
orlando,0.8702019453048706
wichita,0.869833767414093
cincy,0.8693077564239502
miami,0.8684525489807129
nascar,0.8678080439567566
wvu,0.8674260973930359
boston,0.8657714128494263
arizona,0.8649320006370544
vs.,0.8647848963737488
columbia,0.8636059165000916
newark,0.8635481595993042
south,0.8629286885261536
missouri,0.8608554005622864
birmingham,0.8595319390296936
north,0.8593779802322388
kings,0.8582419157028198
sydney,0.8581851124763489
county,0.8578895926475525
durham,0.8576349020004272
bristol,0.8574199080467224
rockets,0.8570212721824646
leicester,0.8567780256271362
uconn,0.8566095232963562
eagles,0.856019139289856
knoxville,0.8555753827095032
irving,0.8555713295936584
illinois,0.8546385765075684
nets,0.8543421030044556
albany,0.8540886044502258
utah,0.8537316918373108
panthers,0.8507953882217407
bronx,0.8506906032562256
nashville,0.8505389094352722
brunswick,0.8503162264823914
saints,0.8497672080993652
lions,0.8489687442779541
fsu,0.8489260077476501
unlv,0.8485739231109619
giants,0.8483487367630005
marlins,0.8477917909622192
bobcats,0.8472605347633362
marquette,0.8470823168754578
springfield,0.8457478284835815
preston,0.8456916213035583
indy,0.8454349040985107
bolton,0.8453805446624756
titans,0.8449774384498596
towson,0.8445586562156677
edmonton,0.8443063497543335
blackburn,0.8442744016647339
huddersfield,0.8435810208320618
osu,0.8428802490234375
clippers,0.8424643874168396
hornets,0.8422131538391113
rangers,0.8420535922050476
grizzlies,0.8419130444526672
raptors,0.8416963815689087
sf,0.8412585258483887
