Word,Similarity
billy,1.0
bobby,0.9495745301246643
tommy,0.9443705081939697
sid,0.944025456905365
sammy,0.9386613965034485
jay,0.9365122318267822
kenny,0.9358692765235901
jacob,0.9329710602760315
dean,0.9327640533447266
dave,0.9323439598083496
jackie,0.9320510029792786
tina,0.930163562297821
keith,0.927101194858551
bryan,0.926052451133728
evan,0.9259302616119385
benny,0.9248688817024231
eddie,0.9234246015548706
jason,0.9219346046447754
joshua,0.9216519594192505
aka,0.9202904105186462
jamie,0.9201422333717346
arnold,0.9196681976318359
morgan,0.9195359945297241
amy,0.9169142842292786
eric,0.9168987274169922
rachel,0.9157705307006836
brad,0.9157686233520508
danny,0.9142731428146362
randy,0.9133225679397583
jimmy,0.9129521250724792
bruce,0.9114586114883423
robbie,0.9097191691398621
olivia,0.9091218113899231
mr.,0.9085370302200317
hanna,0.9076040387153625
ricky,0.9057070016860962
kelly,0.9054578542709351
sasha,0.9052750468254089
jim,0.9052305221557617
andy,0.9049044251441956
shane,0.904140830039978
jerry,0.9040073752403259
mike,0.9033811092376709
alvin,0.9031270742416382
joe,0.9021782875061035
jon,0.9018301963806152
helen,0.9010610580444336
jack,0.9008005857467651
ray,0.9005197882652283
ruth,0.8982607126235962
travis,0.8979225754737854
frank,0.8979107737541199
jesse,0.8963450193405151
phillip,0.896253764629364
quinn,0.894875705242157
craig,0.8938742876052856
joey,0.893376886844635
gary,0.8925603032112122
carl,0.8923674821853638
jeff,0.8921424150466919
mrs,0.8919994831085205
johnny,0.8916561007499695
shaun,0.8912469148635864
earl,0.8910398483276367
rob,0.8906495571136475
janet,0.8903946876525879
steven,0.8898767232894897
vinny,0.8898715376853943
jake,0.888168215751648
lily,0.8879350423812866
nicky,0.8873069286346436
edward,0.8872003555297852
andrew,0.8869531750679016
nikki,0.8868551850318909
ted,0.8867850303649902
phil,0.8867676258087158
ryan,0.8852998614311218
john,0.8841789960861206
kevin,0.8836725354194641
marvin,0.8827109932899475
chan,0.8826624751091003
jasmine,0.8822553157806396
frankie,0.8815827369689941
carter,0.8815672397613525
ariel,0.8812612891197205
prince,0.8810908794403076
rebecca,0.8808212280273438
sally,0.880454421043396
ronnie,0.880344033241272
robin,0.8802813291549683
roy,0.8795904517173767
gavin,0.879442036151886
patrick,0.8794253468513489
jeremy,0.8793685436248779
jessica,0.8788900375366211
regina,0.8781352639198303
lewis,0.8778030276298523
ashley,0.8777755498886108
harris,0.8776304125785828
