Word,Similarity
stadium,1.0
city,0.9111554026603699
emirates,0.8997467756271362
london,0.8934817314147949
palace,0.8776342272758484
road,0.8771663904190063
brighton,0.8710172772407532
singapore,0.8706210851669312
town,0.8677269816398621
derby,0.8677096962928772
asia,0.8672407865524292
heading,0.8664742708206177
bridge,0.8628692030906677
melbourne,0.8627720475196838
trafford,0.8610455989837646
stamford,0.8598852157592773
east,0.8583096861839294
wembley,0.8530101776123047
west,0.8492020964622498
anfield,0.8484156727790833
birmingham,0.8476496934890747
etihad,0.8475677967071533
rd,0.8460172414779663
cardiff,0.8455833792686462
parade,0.8449439406394958
glasgow,0.8433466553688049
bowling,0.8432145118713379
sydney,0.843202531337738
north,0.8426536321640015
camp,0.8402093052864075
trail,0.8402079343795776
leicester,0.8384726643562317
coast,0.8346711993217468
south,0.832776665687561
portland,0.8327633142471313
hall,0.8318678736686707
square,0.8299864530563354
england,0.8280132412910461
seattle,0.8280050754547119
daytona,0.8274199962615967
field,0.8267289400100708
park,0.8261607885360718
columbus,0.8251763582229614
atlantic,0.8246360421180725
bristol,0.8242385983467102
kansas,0.8239869475364685
leeds,0.8234730958938599
area,0.8233309388160706
highland,0.8232811093330383
australia,0.8231620192527771
edinburgh,0.8188983798027039
western,0.8184478282928467
flight,0.81756192445755
wales,0.8168481588363647
thailand,0.8160860538482666
lake,0.8160293102264404
tournament,0.8152256608009338
chicago,0.814189612865448
golf,0.8133239150047302
florida,0.8122849464416504
sheffield,0.8122539520263672
badminton,0.8120813965797424
eastern,0.8109346628189087
hawaii,0.8104857206344604
brooklyn,0.8097597360610962
spain,0.8090786337852478
cycling,0.8088062405586243
street,0.8085194826126099
phoenix,0.808504581451416
lax,0.8083142638206482
norwich,0.8078960180282593
blackout,0.8071022629737854
manila,0.806637704372406
pacific,0.8066187500953674
manchester,0.8060404062271118
skating,0.8047804832458496
miami,0.8042863011360168
mall,0.8037394881248474
tampa,0.8026096224784851
hills,0.8025937080383301
indy,0.802183210849762
campus,0.8014250993728638
university,0.8013891577720642
nashville,0.8011842370033264
brisbane,0.7999660968780518
dublin,0.7999095916748047
newcastle,0.7995402812957764
anaheim,0.7991417050361633
indiana,0.7990735769271851
michigan,0.7985210418701172
center,0.797539472579956
united,0.7969781160354614
blues,0.7968134880065918
cruise,0.7967597246170044
beach,0.7960678935050964
l.a.,0.7957099676132202
swimming,0.795667827129364
sf,0.7951602935791016
soccer,0.7950290441513062
tennis,0.7940419316291809
skyline,0.7937033176422119
race,0.7935278415679932
denver,0.793171763420105
opening,0.7924109697341919
liverpool,0.7919291257858276
gp,0.791886568069458
dubai,0.7912127375602722
gig,0.7911778688430786
plymouth,0.7909221649169922
sepang,0.7907748222351074
georgia,0.7903844118118286
aston,0.789966344833374
st,0.7898021340370178
perth,0.7895060181617737
theater,0.7894604802131653
waterloo,0.789454460144043
oregon,0.7890393733978271
columbia,0.7890294790267944
pittsburgh,0.7886645197868347
york,0.7886303067207336
corner,0.7885444760322571
rugby,0.7884023189544678
airport,0.7880532145500183
southampton,0.7875223755836487
bpl,0.7874435782432556
highway,0.7873895168304443
tower,0.7866700291633606
oxford,0.7866236567497253
landing,0.7862313985824585
malaysia,0.7855466604232788
valley,0.7853206992149353
zealand,0.7849543690681458
olympic,0.7841501235961914
vancouver,0.7840363383293152
hull,0.7840226888656616
league,0.7839583158493042
game,0.7838855981826782
bangkok,0.783800482749939
minnesota,0.7837128639221191
basketball,0.7836187481880188
royal,0.7827532887458801
theatre,0.7827032804489136
runner,0.7821871638298035
toronto,0.7817504405975342
district,0.7815554141998291
nyc,0.7815352082252502
richmond,0.781343400478363
iowa,0.7811071872711182
venue,0.7810091972351074
nottingham,0.7804840207099915
crowd,0.7802854180335999
villa,0.7799003720283508
forest,0.7798166275024414
next,0.7797949314117432
orlando,0.7797524929046631
detroit,0.7796576619148254
relay,0.7792828679084778
nz,0.7791762948036194
dallas,0.7791322469711304
skiing,0.778449296951294
rally,0.777797281742096
at,0.7777273654937744
downtown,0.7773533463478088
nascar,0.7771711349487305
academy,0.7770630121231079
dc,0.7768504023551941
shooting,0.7765875458717346
rangers,0.7765011191368103
oakland,0.7763462662696838
baltimore,0.7758815884590149
island,0.7756415605545044
stoke,0.7754727602005005
utah,0.7751192450523376
hill,0.7750827074050903
epl,0.774979293346405
merseyside,0.7748708128929138
july,0.7748143672943115
hiking,0.7746499180793762
watford,0.7744418382644653
entrance,0.7726094722747803
sb,0.7722986340522766
moscow,0.7722480297088623
arena,0.7720737457275391
bay,0.7720369696617126
texas,0.7719060182571411
atlanta,0.7710872888565063
germany,0.7709850668907166
mid,0.7707869410514832
centre,0.7706354260444641
bench,0.7704461216926575
speedway,0.7702017426490784
alabama,0.7696539759635925
sunrise,0.7693920731544495
bound,0.769296407699585
philadelphia,0.768836498260498
volleyball,0.7687225341796875
swansea,0.768507719039917
tennessee,0.7678755521774292
nebraska,0.7677714228630066
varsity,0.7675133347511292
stream,0.7669990062713623
rd.,0.7668969035148621
munich,0.7668741941452026
boston,0.766367495059967
cricket,0.7663431167602539
wigan,0.7662509679794312
football,0.7660900354385376
alaska,0.7660804986953735
carnival,0.7658448219299316
vietnam,0.7655854821205139
marathon,0.7655823230743408
montreal,0.7655224204063416
touring,0.7653628587722778
goodison,0.7650634050369263
europe,0.7649993896484375
championship,0.7648510932922363
jersey,0.764630138874054
ferry,0.7643421292304993
june,0.7635369896888733
near,0.7633796334266663
sat,0.7623884081840515
rink,0.7623087167739868
saturday,0.7622857093811035
ridge,0.7622402310371399
houston,0.7621975541114807
dome,0.7621838450431824
pitch,0.7621331214904785
st.,0.7617887854576111
sunderland,0.7617882490158081
northern,0.7616180181503296
lexington,0.7615799307823181
orleans,0.7612480521202087
cup,0.7612317800521851
athletics,0.7611296772956848
indianapolis,0.7609421610832214
albion,0.7606338262557983
kings,0.7606281042098999
coventry,0.760550320148468
fenway,0.7604120969772339
camden,0.7602348923683167
hampton,0.7599713802337646
riverside,0.7599426507949829
softball,0.7599373459815979
spring,0.7598148584365845
transit,0.7596251368522644
taiwan,0.7595484256744385
utd,0.7594044804573059
vegas,0.759090781211853
shuttle,0.7590857744216919
avenue,0.759064793586731
closing,0.759044885635376
october,0.7590092420578003
netball,0.7584798336029053
trails,0.7580469846725464
international,0.75798499584198
blackpool,0.7577961087226868
ohio,0.7574459314346313
march,0.7572553753852844
sunset,0.7572395205497742
cleveland,0.7572192549705505
shanghai,0.7566880583763123
conference,0.7561039924621582
syracuse,0.7554330825805664
wimbledon,0.7551753520965576
cincinnati,0.7548564076423645
gate,0.75467449426651
queens,0.7546263337135315
boarding,0.7546089887619019
cedar,0.7545021772384644
kentucky,0.7543873190879822
station,0.7541589140892029
pool,0.7541432976722717
th,0.7532105445861816
tonight,0.7530340552330017
central,0.7527636289596558
